vehicle_id,driver_id,driver_name,vehicle_type,timestamp,gps_latitude,gps_longitude,speed_kmh,fuel_consumption_rate,fuel_level_pct,distance_remaining_km,traffic_congestion,weather_condition,trip_progress_pct,delivery_status,delay_risk,estimated_arrival_time_min
TRK-104,DRV-804,Vikram Reddy,High-Capacity Freight (Eicher Pro 6048),2026-09-07T20:43:54.206321,15.57935,77.89681,71.0,32.16,65.9,299.16,Low,Rain,42.1,High Risk,High,317.8
TRK-104,DRV-804,Vikram Reddy,High-Capacity Freight (Eicher Pro 6048),2026-09-07T20:47:54.206321,15.36379,77.77507,72.6,36.03,61.9,271.96,Low,Rain,47.4,High Risk,High,282.4
TRK-104,DRV-804,Vikram Reddy,High-Capacity Freight (Eicher Pro 6048),2026-09-07T20:51:54.206321,15.14823,77.65332,60.2,44.14,63.0,244.77,High,Rain,52.6,High Risk,High,457.4
TRK-104,DRV-804,Vikram Reddy,High-Capacity Freight (Eicher Pro 6048),2026-09-07T20:55:54.206321,14.90743,77.61884,47.2,45.2,59.2,217.57,High,Rain,57.9,High Risk,High,517.5
TRK-104,DRV-804,Vikram Reddy,High-Capacity Freight (Eicher Pro 6048),2026-09-07T20:59:54.206321,14.66258,77.60376,72.9,35.04,54.8,190.37,Low,Rain,63.2,High Risk,High,198.7
TRK-104,DRV-804,Vikram Reddy,High-Capacity Freight (Eicher Pro 6048),2026-09-07T21:03:54.206321,14.41985,77.64349,77.3,36.65,48.4,163.18,Low,Rain,68.4,High Risk,High,161.4
TRK-104,DRV-804,Vikram Reddy,High-Capacity Freight (Eicher Pro 6048),2026-09-07T21:07:54.206321,14.17712,77.68322,63.0,38.84,43.1,135.98,Moderate,Rain,73.7,High Risk,High,193.2
TRK-104,DRV-804,Vikram Reddy,High-Capacity Freight (Eicher Pro 6048),2026-09-07T21:11:54.206321,13.93439,77.72295,76.9,36.22,43.1,108.78,Low,Rain,78.9,In Transit,Moderate,102.8
TRK-104,DRV-804,Vikram Reddy,High-Capacity Freight (Eicher Pro 6048),2026-09-07T21:15:54.206321,13.69063,77.74217,57.7,39.03,33.0,81.59,Moderate,Rain,84.2,High Risk,High,125.6
TRK-104,DRV-804,Vikram Reddy,High-Capacity Freight (Eicher Pro 6048),2026-09-07T21:19:54.206321,13.44519,77.72822,43.8,44.45,31.0,54.39,High,Rain,89.5,High Risk,High,137.0
TRK-104,DRV-804,Vikram Reddy,High-Capacity Freight (Eicher Pro 6048),2026-09-07T21:23:54.206321,13.20817,77.66281,46.8,44.39,27.1,27.2,High,Rain,94.7,High Risk,High,67.9
TRK-104,DRV-804,Vikram Reddy,High-Capacity Freight (Eicher Pro 6048),2026-09-07T21:27:54.206321,12.9716,77.5946,86.2,34.44,24.3,0.0,Low,Rain,100.0,Arrived,Low,0.5
TRK-104,DRV-804,Vikram Reddy,High-Capacity Freight (Eicher Pro 6048),2026-09-08T10:11:54.206321,17.385,78.4867,87.0,32.71,99.9,516.73,Low,Clear,0.0,In Transit,Low,353.9
TRK-104,DRV-804,Vikram Reddy,High-Capacity Freight (Eicher Pro 6048),2026-09-08T10:15:54.206321,17.18398,78.35515,77.9,30.65,97.6,489.53,Low,Clear,5.3,In Transit,Low,380.0
TRK-104,DRV-804,Vikram Reddy,High-Capacity Freight (Eicher Pro 6048),2026-09-08T10:19:54.206321,17.00837,78.19353,54.0,41.49,91.9,462.33,High,Clear,10.5,High Risk,High,773.6
TRK-104,DRV-804,Vikram Reddy,High-Capacity Freight (Eicher Pro 6048),2026-09-08T10:23:54.206321,16.76805,78.14031,57.5,43.69,89.1,435.14,High,Clear,15.8,High Risk,High,685.6
TRK-104,DRV-804,Vikram Reddy,High-Capacity Freight (Eicher Pro 6048),2026-09-08T10:27:54.206321,16.52366,78.11353,77.5,34.61,84.6,407.94,Moderate,Clear,21.1,High Risk,High,378.4
TRK-104,DRV-804,Vikram Reddy,High-Capacity Freight (Eicher Pro 6048),2026-09-08T10:31:54.206321,16.27927,78.08674,91.0,33.97,79.8,380.75,Low,Clear,26.3,In Transit,Low,251.3
TRK-104,DRV-804,Vikram Reddy,High-Capacity Freight (Eicher Pro 6048),2026-09-08T10:35:54.206321,16.03487,78.05996,79.8,35.5,77.0,353.55,Low,Clear,31.6,In Transit,Low,267.3
TRK-104,DRV-804,Vikram Reddy,High-Capacity Freight (Eicher Pro 6048),2026-09-08T10:39:54.206321,15.79492,78.01856,81.4,36.68,74.7,326.35,Low,Clear,36.8,In Transit,Low,241.8
TRK-104,DRV-804,Vikram Reddy,High-Capacity Freight (Eicher Pro 6048),2026-09-08T10:43:54.206321,15.57935,77.89681,82.3,33.43,65.4,299.16,Low,Clear,42.1,In Transit,Low,224.5
TRK-104,DRV-804,Vikram Reddy,High-Capacity Freight (Eicher Pro 6048),2026-09-08T10:47:54.206321,15.36379,77.77507,77.7,36.71,65.7,271.96,Low,Clear,47.4,In Transit,Low,212.6
TRK-104,DRV-804,Vikram Reddy,High-Capacity Freight (Eicher Pro 6048),2026-09-08T10:51:54.206321,15.14823,77.65332,51.7,43.33,61.3,244.77,High,Clear,52.6,High Risk,High,418.1
TRK-104,DRV-804,Vikram Reddy,High-Capacity Freight (Eicher Pro 6048),2026-09-08T10:55:54.206321,14.90743,77.61884,73.8,39.69,59.7,217.57,Moderate,Clear,57.9,High Risk,High,214.9
TRK-104,DRV-804,Vikram Reddy,High-Capacity Freight (Eicher Pro 6048),2026-09-08T10:59:54.206321,14.66258,77.60376,95.7,34.96,48.5,190.37,Low,Clear,63.2,In Transit,Low,120.3
TRK-104,DRV-804,Vikram Reddy,High-Capacity Freight (Eicher Pro 6048),2026-09-08T11:03:54.206321,14.41985,77.64349,56.9,41.3,50.9,163.18,High,Clear,68.4,High Risk,High,260.9
TRK-104,DRV-804,Vikram Reddy,High-Capacity Freight (Eicher Pro 6048),2026-09-08T11:07:54.206321,14.17712,77.68322,75.7,39.5,47.3,135.98,Moderate,Clear,73.7,In Transit,Moderate,126.4
TRK-104,DRV-804,Vikram Reddy,High-Capacity Freight (Eicher Pro 6048),2026-09-08T11:11:54.206321,13.93439,77.72295,36.9,48.29,41.9,108.78,Severe,Clear,78.9,Delayed,High,351.4
TRK-104,DRV-804,Vikram Reddy,High-Capacity Freight (Eicher Pro 6048),2026-09-08T11:15:54.206321,13.69063,77.74217,91.3,32.76,38.0,81.59,Low,Clear,84.2,In Transit,Low,54.5
TRK-104,DRV-804,Vikram Reddy,High-Capacity Freight (Eicher Pro 6048),2026-09-08T11:19:54.206321,13.44519,77.72822,89.7,36.17,34.5,54.39,Low,Clear,89.5,In Transit,Low,34.4
TRK-104,DRV-804,Vikram Reddy,High-Capacity Freight (Eicher Pro 6048),2026-09-08T11:23:54.206321,13.20817,77.66281,88.0,34.63,26.7,27.2,Low,Clear,94.7,In Transit,Low,21.6
TRK-104,DRV-804,Vikram Reddy,High-Capacity Freight (Eicher Pro 6048),2026-09-08T11:27:54.206321,12.9716,77.5946,64.9,38.47,23.8,0.0,High,Clear,100.0,In Transit,Moderate,0.5
TRK-104,DRV-804,Vikram Reddy,High-Capacity Freight (Eicher Pro 6048),2026-09-09T00:11:54.206321,17.385,78.4867,84.5,35.62,99.5,516.73,Low,Clear,0.0,In Transit,Low,356.0
TRK-104,DRV-804,Vikram Reddy,High-Capacity Freight (Eicher Pro 6048),2026-09-09T00:15:54.206321,17.18398,78.35515,67.9,36.08,90.8,489.53,Moderate,Clear,5.3,High Risk,High,518.8
TRK-104,DRV-804,Vikram Reddy,High-Capacity Freight (Eicher Pro 6048),2026-09-09T00:19:54.206321,17.00837,78.19353,52.1,40.93,89.6,462.33,High,Clear,10.5,High Risk,High,805.4
TRK-104,DRV-804,Vikram Reddy,High-Capacity Freight (Eicher Pro 6048),2026-09-09T00:23:54.206321,16.76805,78.14031,79.8,28.86,88.3,435.14,Low,Clear,15.8,In Transit,Low,331.5
TRK-104,DRV-804,Vikram Reddy,High-Capacity Freight (Eicher Pro 6048),2026-09-09T00:27:54.206321,16.52366,78.11353,81.7,34.59,84.3,407.94,Low,Clear,21.1,In Transit,Low,298.2
TRK-104,DRV-804,Vikram Reddy,High-Capacity Freight (Eicher Pro 6048),2026-09-09T00:31:54.206321,16.27927,78.08674,85.5,36.08,79.3,380.75,Low,Clear,26.3,In Transit,Low,264.7
TRK-104,DRV-804,Vikram Reddy,High-Capacity Freight (Eicher Pro 6048),2026-09-09T00:35:54.206321,16.03487,78.05996,63.5,36.45,75.0,353.55,Moderate,Clear,31.6,High Risk,High,402.4
TRK-104,DRV-804,Vikram Reddy,High-Capacity Freight (Eicher Pro 6048),2026-09-09T00:39:54.206321,15.79492,78.01856,76.1,39.67,70.1,326.35,Moderate,Clear,36.8,High Risk,High,311.3
TRK-104,DRV-804,Vikram Reddy,High-Capacity Freight (Eicher Pro 6048),2026-09-09T00:43:54.206321,15.57935,77.89681,59.4,42.62,69.7,299.16,High,Clear,42.1,High Risk,High,453.3
TRK-104,DRV-804,Vikram Reddy,High-Capacity Freight (Eicher Pro 6048),2026-09-09T00:47:54.206321,15.36379,77.77507,91.4,34.37,62.0,271.96,Low,Clear,47.4,In Transit,Low,174.3
TRK-104,DRV-804,Vikram Reddy,High-Capacity Freight (Eicher Pro 6048),2026-09-09T00:51:54.206321,15.14823,77.65332,81.8,32.91,59.4,244.77,Low,Clear,52.6,In Transit,Low,181.5
TRK-104,DRV-804,Vikram Reddy,High-Capacity Freight (Eicher Pro 6048),2026-09-09T00:55:54.206321,14.90743,77.61884,89.4,32.51,54.9,217.57,Low,Clear,57.9,In Transit,Low,144.3
TRK-104,DRV-804,Vikram Reddy,High-Capacity Freight (Eicher Pro 6048),2026-09-09T00:59:54.206321,14.66258,77.60376,89.1,33.11,59.7,190.37,Low,Clear,63.2,In Transit,Low,125.6
TRK-104,DRV-804,Vikram Reddy,High-Capacity Freight (Eicher Pro 6048),2026-09-09T01:03:54.206321,14.41985,77.64349,76.7,35.38,49.4,163.18,Moderate,Clear,68.4,In Transit,Moderate,151.8
TRK-104,DRV-804,Vikram Reddy,High-Capacity Freight (Eicher Pro 6048),2026-09-09T01:07:54.206321,14.17712,77.68322,35.1,53.25,42.4,135.98,Severe,Clear,73.7,Delayed,High,469.9
TRK-104,DRV-804,Vikram Reddy,High-Capacity Freight (Eicher Pro 6048),2026-09-09T01:11:54.206321,13.93439,77.72295,87.0,31.08,38.7,108.78,Low,Clear,78.9,In Transit,Low,76.1
TRK-104,DRV-804,Vikram Reddy,High-Capacity Freight (Eicher Pro 6048),2026-09-09T01:15:54.206321,13.69063,77.74217,89.8,34.51,36.9,81.59,Low,Clear,84.2,In Transit,Low,55.1
TRK-104,DRV-804,Vikram Reddy,High-Capacity Freight (Eicher Pro 6048),2026-09-09T01:19:54.206321,13.44519,77.72822,68.4,41.48,30.6,54.39,High,Clear,89.5,In Transit,Moderate,71.2
TRK-104,DRV-804,Vikram Reddy,High-Capacity Freight (Eicher Pro 6048),2026-09-09T01:23:54.206321,13.20817,77.66281,52.2,42.04,29.9,27.2,High,Clear,94.7,In Transit,Moderate,49.6
TRK-104,DRV-804,Vikram Reddy,High-Capacity Freight (Eicher Pro 6048),2026-09-09T01:27:54.206321,12.9716,77.5946,46.0,50.31,26.8,0.0,Severe,Clear,100.0,Arrived,Low,0.9
TRK-105,DRV-805,Subhashis Ghosh,Heavy Tipper (Tata Signa 4825.TK),2026-08-29T10:11:54.206321,22.5726,88.3639,72.6,33.96,99.5,653.55,Low,Rain,0.0,High Risk,High,673.0
TRK-105,DRV-805,Subhashis Ghosh,Heavy Tipper (Tata Signa 4825.TK),2026-08-29T10:15:54.206321,22.83061,88.17805,33.5,46.47,92.7,619.15,Severe,Rain,5.3,Delayed,High,2771.9
TRK-105,DRV-805,Subhashis Ghosh,Heavy Tipper (Tata Signa 4825.TK),2026-08-29T10:19:54.206321,23.08153,87.98036,78.6,36.58,91.3,584.76,Low,Rain,10.5,High Risk,High,559.4
TRK-105,DRV-805,Subhashis Ghosh,Heavy Tipper (Tata Signa 4825.TK),2026-08-29T10:23:54.206321,23.29354,87.74483,80.2,36.78,90.4,550.36,Low,Rain,15.8,High Risk,High,516.7
TRK-105,DRV-805,Subhashis Ghosh,Heavy Tipper (Tata Signa 4825.TK),2026-08-29T10:27:54.206321,23.44686,87.45223,56.9,37.27,83.4,515.96,Moderate,Rain,21.1,High Risk,High,817.8
TRK-105,DRV-805,Subhashis Ghosh,Heavy Tipper (Tata Signa 4825.TK),2026-08-29T10:31:54.206321,23.59595,87.15685,59.2,37.79,79.2,481.56,Moderate,Rain,26.3,High Risk,High,732.9
TRK-105,DRV-805,Subhashis Ghosh,Heavy Tipper (Tata Signa 4825.TK),2026-08-29T10:35:54.206321,23.71255,86.84747,57.5,39.72,74.9,447.17,Moderate,Rain,31.6,High Risk,High,697.6
TRK-105,DRV-805,Subhashis Ghosh,Heavy Tipper (Tata Signa 4825.TK),2026-08-29T10:39:54.206321,23.77829,86.51773,63.6,37.29,70.4,412.77,Moderate,Rain,36.8,High Risk,High,585.4
TRK-105,DRV-805,Subhashis Ghosh,Heavy Tipper (Tata Signa 4825.TK),2026-08-29T10:43:54.206321,23.90535,86.21233,58.3,38.66,69.1,378.37,Moderate,Rain,42.1,High Risk,High,589.4
TRK-105,DRV-805,Subhashis Ghosh,Heavy Tipper (Tata Signa 4825.TK),2026-08-29T10:47:54.206321,24.0545,85.91571,30.9,50.72,61.8,343.97,Severe,Rain,47.4,Delayed,High,1674.9
TRK-105,DRV-805,Subhashis Ghosh,Heavy Tipper (Tata Signa 4825.TK),2026-08-29T10:51:54.206321,24.20366,85.61908,72.9,33.37,59.0,309.58,Low,Rain,52.6,High Risk,High,323.5
TRK-105,DRV-805,Subhashis Ghosh,Heavy Tipper (Tata Signa 4825.TK),2026-08-29T10:55:54.206321,24.38551,85.35234,56.4,35.15,57.1,275.18,Moderate,Rain,57.9,High Risk,High,436.6
TRK-105,DRV-805,Subhashis Ghosh,Heavy Tipper (Tata Signa 4825.TK),2026-08-29T10:59:54.206321,24.6297,85.1426,75.4,34.13,52.7,240.78,Low,Rain,63.2,High Risk,High,245.9
TRK-105,DRV-805,Subhashis Ghosh,Heavy Tipper (Tata Signa 4825.TK),2026-08-29T11:03:54.206321,24.80774,84.89174,64.6,40.17,47.5,206.38,High,Rain,68.4,High Risk,High,363.9
TRK-105,DRV-805,Subhashis Ghosh,Heavy Tipper (Tata Signa 4825.TK),2026-08-29T11:07:54.206321,24.84586,84.55392,75.1,32.29,42.6,171.99,Low,Rain,73.7,High Risk,High,164.5
TRK-105,DRV-805,Subhashis Ghosh,Heavy Tipper (Tata Signa 4825.TK),2026-08-29T11:11:54.206321,24.88398,84.21611,68.9,35.31,38.9,137.59,Low,Rain,78.9,High Risk,High,152.9
TRK-105,DRV-805,Subhashis Ghosh,Heavy Tipper (Tata Signa 4825.TK),2026-08-29T11:15:54.206321,24.9221,83.87829,59.9,36.92,36.3,103.19,Moderate,Rain,84.2,High Risk,High,155.5
TRK-105,DRV-805,Subhashis Ghosh,Heavy Tipper (Tata Signa 4825.TK),2026-08-29T11:19:54.206321,24.98514,83.55014,64.1,33.98,32.8,68.79,Low,Rain,89.5,In Transit,Moderate,86.7
TRK-105,DRV-805,Subhashis Ghosh,Heavy Tipper (Tata Signa 4825.TK),2026-08-29T11:23:54.206321,25.15137,83.26202,83.3,35.37,28.3,34.4,Low,Rain,94.7,In Transit,Low,34.5
TRK-105,DRV-805,Subhashis Ghosh,Heavy Tipper (Tata Signa 4825.TK),2026-08-29T11:27:54.206321,25.3176,82.9739,82.3,35.95,23.6,0.0,Low,Rain,100.0,Arrived,Low,5.5
TRK-105,DRV-805,Subhashis Ghosh,Heavy Tipper (Tata Signa 4825.TK),2026-08-30T00:11:54.206321,22.5726,88.3639,83.3,34.2,97.9,653.55,Low,Clear,0.0,In Transit,Low,465.8
TRK-105,DRV-805,Subhashis Ghosh,Heavy Tipper (Tata Signa 4825.TK),2026-08-30T00:15:54.206321,22.83061,88.17805,70.0,32.71,96.2,619.15,Moderate,Clear,5.3,High Risk,High,631.8
TRK-105,DRV-805,Subhashis Ghosh,Heavy Tipper (Tata Signa 4825.TK),2026-08-30T00:19:54.206321,23.08153,87.98036,63.5,33.57,86.2,584.76,Moderate,Clear,10.5,High Risk,High,666.9
TRK-105,DRV-805,Subhashis Ghosh,Heavy Tipper (Tata Signa 4825.TK),2026-08-30T00:23:54.206321,23.29354,87.74483,95.3,34.71,88.3,550.36,Low,Clear,15.8,In Transit,Low,343.3
TRK-105,DRV-805,Subhashis Ghosh,Heavy Tipper (Tata Signa 4825.TK),2026-08-30T00:27:54.206321,23.44686,87.45223,89.7,33.6,81.6,515.96,Low,Clear,21.1,In Transit,Low,343.9
TRK-105,DRV-805,Subhashis Ghosh,Heavy Tipper (Tata Signa 4825.TK),2026-08-30T00:31:54.206321,23.59595,87.15685,79.8,34.38,81.8,481.56,Low,Clear,26.3,In Transit,Low,360.3
TRK-105,DRV-805,Subhashis Ghosh,Heavy Tipper (Tata Signa 4825.TK),2026-08-30T00:35:54.206321,23.71255,86.84747,72.3,36.64,78.4,447.17,Moderate,Clear,31.6,High Risk,High,448.5
TRK-105,DRV-805,Subhashis Ghosh,Heavy Tipper (Tata Signa 4825.TK),2026-08-30T00:39:54.206321,23.77829,86.51773,47.2,49.23,78.0,412.77,Severe,Clear,36.8,High Risk,High,1046.5
TRK-105,DRV-805,Subhashis Ghosh,Heavy Tipper (Tata Signa 4825.TK),2026-08-30T00:43:54.206321,23.90535,86.21233,81.5,39.36,65.1,378.37,Moderate,Clear,42.1,High Risk,High,329.8
TRK-105,DRV-805,Subhashis Ghosh,Heavy Tipper (Tata Signa 4825.TK),2026-08-30T00:47:54.206321,24.0545,85.91571,59.6,38.09,63.0,343.97,High,Clear,47.4,High Risk,High,521.2
TRK-105,DRV-805,Subhashis Ghosh,Heavy Tipper (Tata Signa 4825.TK),2026-08-30T00:51:54.206321,24.20366,85.61908,66.9,31.02,63.7,309.58,Moderate,Clear,52.6,High Risk,High,339.2
TRK-105,DRV-805,Subhashis Ghosh,Heavy Tipper (Tata Signa 4825.TK),2026-08-30T00:55:54.206321,24.38551,85.35234,69.6,36.16,57.8,275.18,Moderate,Clear,57.9,High Risk,High,283.0
TRK-105,DRV-805,Subhashis Ghosh,Heavy Tipper (Tata Signa 4825.TK),2026-08-30T00:59:54.206321,24.6297,85.1426,80.0,31.4,51.6,240.78,Low,Clear,63.2,In Transit,Low,177.9
TRK-105,DRV-805,Subhashis Ghosh,Heavy Tipper (Tata Signa 4825.TK),2026-08-30T01:03:54.206321,24.80774,84.89174,79.6,34.56,47.8,206.38,Low,Clear,68.4,In Transit,Low,148.4
TRK-105,DRV-805,Subhashis Ghosh,Heavy Tipper (Tata Signa 4825.TK),2026-08-30T01:07:54.206321,24.84586,84.55392,68.0,34.6,43.7,171.99,Moderate,Clear,73.7,High Risk,High,177.2
TRK-105,DRV-805,Subhashis Ghosh,Heavy Tipper (Tata Signa 4825.TK),2026-08-30T01:11:54.206321,24.88398,84.21611,83.9,34.37,40.3,137.59,Low,Clear,78.9,In Transit,Low,93.5
TRK-105,DRV-805,Subhashis Ghosh,Heavy Tipper (Tata Signa 4825.TK),2026-08-30T01:15:54.206321,24.9221,83.87829,64.5,39.99,38.7,103.19,High,Clear,84.2,High Risk,High,142.0
TRK-105,DRV-805,Subhashis Ghosh,Heavy Tipper (Tata Signa 4825.TK),2026-08-30T01:19:54.206321,24.98514,83.55014,79.8,30.56,32.0,68.79,Low,Clear,89.5,In Transit,Low,54.5
TRK-105,DRV-805,Subhashis Ghosh,Heavy Tipper (Tata Signa 4825.TK),2026-08-30T01:23:54.206321,25.15137,83.26202,61.1,49.23,27.9,34.4,Severe,Clear,94.7,High Risk,High,67.2
TRK-105,DRV-805,Subhashis Ghosh,Heavy Tipper (Tata Signa 4825.TK),2026-08-30T01:27:54.206321,25.3176,82.9739,61.0,35.31,24.4,0.0,High,Clear,100.0,In Transit,Moderate,0.5
TRK-105,DRV-805,Subhashis Ghosh,Heavy Tipper (Tata Signa 4825.TK),2026-08-30T14:11:54.206321,22.5726,88.3639,84.4,30.92,98.1,653.55,Low,Clear,0.0,In Transit,Low,458.5
TRK-105,DRV-805,Subhashis Ghosh,Heavy Tipper (Tata Signa 4825.TK),2026-08-30T14:15:54.206321,22.83061,88.17805,77.1,36.97,97.1,619.15,Moderate,Clear,5.3,High Risk,High,580.1
TRK-105,DRV-805,Subhashis Ghosh,Heavy Tipper (Tata Signa 4825.TK),2026-08-30T14:19:54.206321,23.08153,87.98036,67.0,35.55,91.8,584.76,Moderate,Clear,10.5,High Risk,High,621.8
TRK-105,DRV-805,Subhashis Ghosh,Heavy Tipper (Tata Signa 4825.TK),2026-08-30T14:23:54.206321,23.29354,87.74483,72.8,34.0,89.2,550.36,Moderate,Clear,15.8,High Risk,High,550.4
TRK-105,DRV-805,Subhashis Ghosh,Heavy Tipper (Tata Signa 4825.TK),2026-08-30T14:27:54.206321,23.44686,87.45223,74.0,33.52,82.5,515.96,Moderate,Clear,21.1,High Risk,High,499.1
TRK-105,DRV-805,Subhashis Ghosh,Heavy Tipper (Tata Signa 4825.TK),2026-08-30T14:31:54.206321,23.59595,87.15685,79.7,36.94,80.9,481.56,Moderate,Clear,26.3,High Risk,High,434.5
TRK-105,DRV-805,Subhashis Ghosh,Heavy Tipper (Tata Signa 4825.TK),2026-08-30T14:35:54.206321,23.71255,86.84747,54.3,38.38,79.1,447.17,High,Clear,31.6,High Risk,High,737.7
TRK-105,DRV-805,Subhashis Ghosh,Heavy Tipper (Tata Signa 4825.TK),2026-08-30T14:39:54.206321,23.77829,86.51773,92.8,33.04,70.6,412.77,Low,Clear,36.8,In Transit,Low,265.0
TRK-105,DRV-805,Subhashis Ghosh,Heavy Tipper (Tata Signa 4825.TK),2026-08-30T14:43:54.206321,23.90535,86.21233,82.8,33.71,68.7,378.37,Low,Clear,42.1,In Transit,Low,266.3
TRK-105,DRV-805,Subhashis Ghosh,Heavy Tipper (Tata Signa 4825.TK),2026-08-30T14:47:54.206321,24.0545,85.91571,90.3,32.31,66.4,343.97,Low,Clear,47.4,In Transit,Low,227.2
TRK-105,DRV-805,Subhashis Ghosh,Heavy Tipper (Tata Signa 4825.TK),2026-08-30T14:51:54.206321,24.20366,85.61908,91.0,32.85,60.9,309.58,Low,Clear,52.6,In Transit,Low,204.3
TRK-105,DRV-805,Subhashis Ghosh,Heavy Tipper (Tata Signa 4825.TK),2026-08-30T14:55:54.206321,24.38551,85.35234,70.4,36.27,59.0,275.18,Moderate,Clear,57.9,High Risk,High,274.5
TRK-105,DRV-805,Subhashis Ghosh,Heavy Tipper (Tata Signa 4825.TK),2026-08-30T14:59:54.206321,24.6297,85.1426,71.1,32.37,53.3,240.78,Moderate,Clear,63.2,High Risk,High,240.7
TRK-105,DRV-805,Subhashis Ghosh,Heavy Tipper (Tata Signa 4825.TK),2026-08-30T15:03:54.206321,24.80774,84.89174,38.1,47.42,48.0,206.38,Severe,Clear,68.4,Delayed,High,650.2
TRK-105,DRV-805,Subhashis Ghosh,Heavy Tipper (Tata Signa 4825.TK),2026-08-30T15:07:54.206321,24.84586,84.55392,47.1,49.19,45.0,171.99,Severe,Clear,73.7,High Risk,High,437.1
TRK-105,DRV-805,Subhashis Ghosh,Heavy Tipper (Tata Signa 4825.TK),2026-08-30T15:11:54.206321,24.88398,84.21611,76.0,33.42,41.9,137.59,Moderate,Clear,78.9,In Transit,Moderate,127.4
TRK-105,DRV-805,Subhashis Ghosh,Heavy Tipper (Tata Signa 4825.TK),2026-08-30T15:15:54.206321,24.9221,83.87829,73.9,31.6,37.3,103.19,Moderate,Clear,84.2,In Transit,Moderate,102.7
TRK-105,DRV-805,Subhashis Ghosh,Heavy Tipper (Tata Signa 4825.TK),2026-08-30T15:19:54.206321,24.98514,83.55014,39.4,46.39,31.5,68.79,Severe,Clear,89.5,Delayed,High,207.8
TRK-105,DRV-805,Subhashis Ghosh,Heavy Tipper (Tata Signa 4825.TK),2026-08-30T15:23:54.206321,25.15137,83.26202,65.3,40.31,26.3,34.4,High,Clear,94.7,In Transit,Moderate,46.4
TRK-105,DRV-805,Subhashis Ghosh,Heavy Tipper (Tata Signa 4825.TK),2026-08-30T15:27:54.206321,25.3176,82.9739,83.2,32.18,23.2,0.0,Low,Clear,100.0,Arrived,Low,0.5
TRK-105,DRV-805,Subhashis Ghosh,Heavy Tipper (Tata Signa 4825.TK),2026-08-31T04:11:54.206321,22.5726,88.3639,84.4,30.21,99.1,653.55,Low,Clear,0.0,In Transit,Low,463.0
TRK-105,DRV-805,Subhashis Ghosh,Heavy Tipper (Tata Signa 4825.TK),2026-08-31T04:15:54.206321,22.83061,88.17805,74.1,31.79,95.0,619.15,Low,Clear,5.3,In Transit,Low,495.9
TRK-105,DRV-805,Subhashis Ghosh,Heavy Tipper (Tata Signa 4825.TK),2026-08-31T04:19:54.206321,23.08153,87.98036,79.5,30.45,90.4,584.76,Low,Clear,10.5,In Transit,Low,437.2
TRK-105,DRV-805,Subhashis Ghosh,Heavy Tipper (Tata Signa 4825.TK),2026-08-31T04:23:54.206321,23.29354,87.74483,75.0,35.85,87.5,550.36,Moderate,Clear,15.8,High Risk,High,533.3
TRK-105,DRV-805,Subhashis Ghosh,Heavy Tipper (Tata Signa 4825.TK),2026-08-31T04:27:54.206321,23.44686,87.45223,78.9,33.16,81.8,515.96,Low,Clear,21.1,In Transit,Low,389.3
TRK-105,DRV-805,Subhashis Ghosh,Heavy Tipper (Tata Signa 4825.TK),2026-08-31T04:31:54.206321,23.59595,87.15685,72.1,33.04,76.8,481.56,Moderate,Clear,26.3,High Risk,High,476.0
TRK-105,DRV-805,Subhashis Ghosh,Heavy Tipper (Tata Signa 4825.TK),2026-08-31T04:35:54.206321,23.71255,86.84747,87.7,29.31,75.7,447.17,Low,Clear,31.6,In Transit,Low,307.5
TRK-105,DRV-805,Subhashis Ghosh,Heavy Tipper (Tata Signa 4825.TK),2026-08-31T04:39:54.206321,23.77829,86.51773,69.6,33.24,74.4,412.77,Moderate,Clear,36.8,High Risk,High,429.4
TRK-105,DRV-805,Subhashis Ghosh,Heavy Tipper (Tata Signa 4825.TK),2026-08-31T04:43:54.206321,23.90535,86.21233,57.1,38.45,67.0,378.37,High,Clear,42.1,High Risk,High,592.5
TRK-105,DRV-805,Subhashis Ghosh,Heavy Tipper (Tata Signa 4825.TK),2026-08-31T04:47:54.206321,24.0545,85.91571,83.2,29.4,67.4,343.97,Low,Clear,47.4,In Transit,Low,244.7
TRK-105,DRV-805,Subhashis Ghosh,Heavy Tipper (Tata Signa 4825.TK),2026-08-31T04:51:54.206321,24.20366,85.61908,84.9,34.49,62.1,309.58,Low,Clear,52.6,In Transit,Low,222.7
TRK-105,DRV-805,Subhashis Ghosh,Heavy Tipper (Tata Signa 4825.TK),2026-08-31T04:55:54.206321,24.38551,85.35234,50.3,43.34,54.3,275.18,Severe,Clear,57.9,High Risk,High,657.7
TRK-105,DRV-805,Subhashis Ghosh,Heavy Tipper (Tata Signa 4825.TK),2026-08-31T04:59:54.206321,24.6297,85.1426,81.9,30.47,53.0,240.78,Low,Clear,63.2,In Transit,Low,180.2
TRK-105,DRV-805,Subhashis Ghosh,Heavy Tipper (Tata Signa 4825.TK),2026-08-31T05:03:54.206321,24.80774,84.89174,57.0,40.08,47.3,206.38,High,Clear,68.4,High Risk,High,326.6
TRK-105,DRV-805,Subhashis Ghosh,Heavy Tipper (Tata Signa 4825.TK),2026-08-31T05:07:54.206321,24.84586,84.55392,53.4,38.73,44.1,171.99,High,Clear,73.7,High Risk,High,291.1
